1:ItNr	2:Metric	FS0:test:0	Time[ms]
84	-0.499250	-0.660000	0.6
85	-0.502662	-0.650000	0.6
86	-0.506000	-0.640000	0.6
87	-0.509163	-0.630000	0.6
88	-0.512009	-0.620000	0.8
89	-0.514624	-0.610000	0.6
90	-0.518269	-0.600000	0.7
91	-0.522266	-0.590000	0.7
92	-0.525297	-0.580000	0.6
93	-0.530126	-0.570000	0.5
94	-0.534191	-0.560000	0.5
95	-0.538363	-0.550000	0.5
96	-0.541071	-0.540000	0.5
97	-0.545275	-0.530000	0.5
98	-0.547717	-0.520000	0.6
99	-0.551803	-0.510000	0.5
100	-0.555406	-0.500000	0.5
101	-0.559034	-0.490000	0.5
102	-0.564277	-0.480000	0.5
103	-0.568566	-0.470000	0.5
104	-0.572330	-0.460000	0.5
105	-0.576626	-0.450000	0.5
106	-0.581993	-0.440000	0.5
107	-0.587045	-0.430000	0.6
108	-0.591613	-0.420000	0.5
109	-0.597198	-0.410000	0.6
110	-0.602279	-0.400000	0.5
111	-0.606853	-0.390000	0.6
112	-0.612233	-0.380000	0.5
113	-0.616706	-0.370000	0.5
114	-0.621264	-0.360000	0.5
115	-0.625700	-0.350000	0.6
116	-0.631117	-0.340000	0.6
117	-0.635990	-0.330000	0.6
118	-0.642006	-0.320000	0.6
119	-0.647565	-0.310000	0.7
120	-0.652256	-0.300000	0.6
121	-0.656717	-0.290000	0.6
122	-0.660746	-0.280000	0.5
123	-0.665833	-0.270000	0.6
124	-0.670472	-0.260000	0.6
125	-0.676288	-0.250000	0.6
126	-0.683545	-0.240000	0.6
127	-0.690719	-0.230000	0.6
128	-0.698224	-0.220000	0.6
129	-0.705605	-0.210000	0.6
130	-0.714298	-0.200000	0.6
131	-0.722346	-0.190000	0.6
132	-0.730695	-0.180000	0.6
133	-0.739168	-0.170000	0.6
134	-0.747497	-0.160000	0.6
135	-0.756012	-0.150000	0.6
136	-0.763277	-0.140000	0.6
137	-0.771466	-0.130000	0.6
138	-0.780265	-0.120000	0.6
139	-0.787480	-0.110000	0.6
140	-0.794921	-0.100000	0.6
141	-0.801350	-0.090000	0.6
142	-0.808059	-0.080000	0.6
143	-0.814129	-0.070000	0.6
144	-0.820076	-0.060000	0.7
145	-0.825657	-0.050000	0.7
146	-0.831114	-0.040000	0.7
147	-0.835568	-0.030000	0.7
148	-0.839756	-0.020000	0.6
149	-0.843266	-0.010000	0.6
150	-0.845881	0.000000	0.6
151	-0.847503	0.010000	0.6
152	-0.848129	0.020000	0.6
153	-0.847622	0.030000	0.6
154	-0.846989	0.040000	0.6
155	-0.844848	0.050000	0.6
156	-0.842382	0.060000	0.6
157	-0.838624	0.070000	0.6
158	-0.834667	0.080000	0.6
159	-0.830202	0.090000	0.6
160	-0.824592	0.100000	0.6
161	-0.818490	0.110000	0.6
162	-0.812183	0.120000	0.6
163	-0.804857	0.130000	0.6
164	-0.798296	0.140000	0.6
165	-0.790627	0.150000	0.6
166	-0.783114	0.160000	0.6
167	-0.775524	0.170000	0.6
168	-0.767107	0.180000	0.6
169	-0.758645	0.190000	0.6
170	-0.750308	0.200000	0.6
171	-0.741417	0.210000	0.6
172	-0.732423	0.220000	0.6
173	-0.723695	0.230000	0.6
174	-0.714666	0.240000	0.6
175	-0.705478	0.250000	0.6
176	-0.696271	0.260000	0.6
177	-0.687036	0.270000	0.6
178	-0.678271	0.280000	0.6
179	-0.669590	0.290000	0.6
180	-0.661407	0.300000	0.6
181	-0.652253	0.310000	0.6
182	-0.643856	0.320000	0.6
183	-0.635442	0.330000	0.6
184	-0.626560	0.340000	0.6
185	-0.618149	0.350000	0.6
186	-0.609816	0.360000	0.6
187	-0.602059	0.370000	0.6
188	-0.594153	0.380000	0.6
189	-0.586625	0.390000	0.6
190	-0.581888	0.400000	0.6
191	-0.575165	0.410000	0.6
192	-0.571508	0.420000	0.6
193	-0.566165	0.430000	0.6
194	-0.561138	0.440000	0.6
195	-0.556335	0.450000	0.6
196	-0.551606	0.460000	0.6
197	-0.547444	0.470000	0.6
198	-0.543509	0.480000	0.6
199	-0.540043	0.490000	0.6
200	-0.536877	0.500000	0.6
201	-0.534327	0.510000	0.6
202	-0.530684	0.520000	0.6
203	-0.528856	0.530000	0.6
204	-0.524955	0.540000	0.6
205	-0.523347	0.550000	0.6
206	-0.521558	0.560000	0.6
207	-0.520251	0.570000	0.6
208	-0.519203	0.580000	0.6
209	-0.519476	0.590000	0.6
210	-0.518700	0.600000	0.6
211	-0.516829	0.610000	0.6
212	-0.513653	0.620000	0.6
213	-0.512622	0.630000	0.5
214	-0.509787	0.640000	0.6
215	-0.507376	0.650000	0.6
216	-0.506556	0.660000	0.6
217	-0.504721	0.670000	0.6
218	-0.503065	0.680000	0.5
219	-0.501081	0.690000	0.6
220	-0.499598	0.700000	0.6
221	-0.497779	0.710000	0.6
222	-0.497425	0.720000	0.6
223	-0.494887	0.730000	0.6
224	-0.492440	0.740000	0.6
225	-0.490783	0.750000	0.6
226	-0.487882	0.760000	0.6
227	-0.485974	0.770000	0.7
228	-0.485869	0.780000	0.6
229	-0.485064	0.790000	0.7
230	-0.484624	0.800000	0.6
231	-0.485333	0.810000	0.5
232	-0.484222	0.820000	0.5
233	-0.483611	0.830000	0.5
234	-0.483152	0.840000	0.5
235	-0.482051	0.850000	0.5
236	-0.481167	0.860000	0.5
237	-0.480066	0.870000	0.5
238	-0.479847	0.880000	0.5
239	-0.478330	0.890000	0.5
240	-0.476778	0.900000	0.5
241	-0.474898	0.910000	0.5
242	-0.471680	0.920000	0.7
243	-0.469068	0.930000	0.6
244	-0.466238	0.940000	0.6
245	-0.461930	0.950000	0.5
246	-0.458617	0.960000	0.6
247	-0.456362	0.970000	0.6
248	-0.454457	0.980000	0.6
249	-0.453610	0.990000	0.5
250	-0.453436	1.000000	0.5
251	-0.451468	1.010000	0.6
252	-0.449704	1.020000	0.5
253	-0.448980	1.030000	0.5
254	-0.448997	1.040000	0.5
255	-0.447504	1.050000	0.5
256	-0.446917	1.060000	0.5
257	-0.447649	1.070000	0.5
258	-0.447326	1.080000	0.5
259	-0.447261	1.090000	0.5
260	-0.447582	1.100000	0.5
261	-0.447868	1.110000	0.5
262	-0.446432	1.120000	0.5
263	-0.447084	1.130000	0.5
264	-0.445708	1.140000	0.5
265	-0.445306	1.150000	0.5
266	-0.444521	1.160000	0.5
267	-0.443352	1.170000	0.5
268	-0.444376	1.180000	0.5
269	-0.442834	1.190000	0.5
270	-0.442410	1.200000	0.5
271	-0.443065	1.210000	0.5
272	-0.442750	1.220000	0.5
273	-0.445634	1.230000	0.5
274	-0.447070	1.240000	0.5
275	-0.448761	1.250000	0.6
276	-0.449569	1.260000	0.6
277	-0.450344	1.270000	0.6
278	-0.451906	1.280000	0.6
279	-0.451410	1.290000	0.6
280	-0.453057	1.300000	0.6
281	-0.454214	1.310000	0.6
282	-0.455320	1.320000	0.5
283	-0.457230	1.330000	0.5
284	-0.458999	1.340000	0.5
285	-0.460631	1.350000	0.5
286	-0.460740	1.360000	0.5
287	-0.461138	1.370000	0.6
288	-0.462917	1.380000	0.7
289	-0.464706	1.390000	0.6
290	-0.465153	1.400000	0.6
291	-0.467724	1.410000	0.6
292	-0.468007	1.420000	0.6
293	-0.470128	1.430000	0.6
294	-0.473484	1.440000	0.6
295	-0.478340	1.450000	0.6
296	-0.480305	1.460000	0.6
297	-0.483000	1.470000	0.6
298	-0.486370	1.480000	0.6
299	-0.488589	1.490000	0.7
300	-0.489705	1.500000	0.7
